critic,fresh,imdb,publication,quote,review_date,rtid,title
Jay Carr,rotten,142688.0,Boston Globe,The self-immolating and oblivion-bound Ninth Gate is the kind of film that's going to give satanic cults a bad name.,2000-01-01,12938.0,The Ninth Gate
Michael Wilmington,fresh,142688.0,Chicago Tribune,"Elegant, scary fun.",2000-01-01,12938.0,The Ninth Gate
Peter Brunette,fresh,142688.0,Film.com,Compulsively watchable.,2000-01-01,12938.0,The Ninth Gate
John Hartl,rotten,142688.0,Film.com,You end up feeling duped for taking a two-hour-plus ride that dumps you in the middle of nowhere.,2000-01-01,12938.0,The Ninth Gate
Patrick Goldstein,fresh,91064.0,Los Angeles Times,What makes The Fly such a stunning piece of obsessive film making is the way Cronenberg deftly allows us to identify with his monstrous creation.,2013-08-04,12904.0,The Fly
Carrie Rickey,fresh,91064.0,Philadelphia Inquirer,"Wildly imaginative, gut-wrenchingly scarifying and profoundly primal (not to mention funny), David Cronenberg's The Fly is a movie that whacks you in the solar plexus and leaves you gasping.",2013-08-04,12904.0,The Fly
Jay Boyar,fresh,91064.0,Orlando Sentinel,"What's good about the film are the strong performances and the ingenious, mostly amusing script. What's ugly, of course, is the grossness. And what's bad is the movie's inability to reconcile its good and ugly aspects.",2013-08-04,12904.0,The Fly
Gene Siskel,fresh,91064.0,Chicago Tribune,"As slimy and as grotesque as some of its special effects become, The Fly is a far superior horror film to the top-grossing film in America of late, Aliens.",2013-08-04,12904.0,The Fly
Dave Kehr,fresh,91064.0,Chicago Tribune,"The Fly seizes on our ingrained, instinctive horror of sexuality, the sense of shame that our fundamentally puritanical society can't help but teach us, and by confirming our worst fears, helps us, for a moment, to move beyond them.",2013-08-04,12904.0,The Fly
Richard Corliss,fresh,91064.0,TIME Magazine,A gross-your-eyes-out horror movie that is also the year's most poignant romance.,2011-10-18,12904.0,The Fly
Variety Staff,fresh,91064.0,Variety,"David Cronenberg's remake of the 1958 horror classic The Fly is not for the squeamish. Casting Jeff Goldblum was a good choice as he brings a quirky, common touch to the spacey scientist role.",2009-03-26,12904.0,The Fly
James Berardinelli,fresh,91064.0,ReelViews,The Fly is almost unique for a horror movie in that it compels us sympathize with and root for the characters.,2008-06-10,12904.0,The Fly
Pat Graham,rotten,91064.0,Chicago Reader,"Image so much subverts intention that Jeff Goldblum's tragic flyperson finally seems more ludicrous than affecting, voyeuristically bizarre.",2007-06-05,12904.0,The Fly
,fresh,91064.0,Time Out,"The playful, quirky chemistry between Goldblum and Davis in the first half of the movie ensures that this gothic horror is heartbreaking as well as stomach-churning.",2006-01-26,12904.0,The Fly
Caryn James,rotten,91064.0,New York Times,"...a film that tries to be too many things at once -- funny but not campy, sad and scary, a horror story and a human tragedy...",2003-05-20,12904.0,The Fly
Scott Foundas,rotten,324216.0,Variety,"An initially promising, but quickly disappointing retread of Tobe Hooper and Kim Henkel's hugely influential horror classic.",2008-04-16,13328.0,The Texas Chainsaw Massacre
Jonathan Rosenbaum,rotten,324216.0,Chicago Reader,'Inspired by a true story' presumably adds to the sordid thrills; maybe we should look forward to entertainments about Nazis torturing children.,2008-04-16,13328.0,The Texas Chainsaw Massacre
Christy Lemire,rotten,324216.0,Associated Press,Here's a slice of advice: Go to the video store and rent the original.,2006-10-03,13328.0,The Texas Chainsaw Massacre
,rotten,324216.0,Time Out,"The best one can say is that his version is not slavishly in thrall to Hooper's: boring, fright-free and pointless, maybe, but not craven.",2006-06-24,13328.0,The Texas Chainsaw Massacre
Peter Travers,rotten,324216.0,Rolling Stone,All the bad-rehash mojo from Friday the 13th to The Blair Witch Project has infected Scott Kosar's script.,2004-01-15,13328.0,The Texas Chainsaw Massacre
Richard Roeper,fresh,324216.0,Ebert & Roeper,... a bloody good time of a B-movie.,2003-10-27,13328.0,The Texas Chainsaw Massacre
Ron Stringer,rotten,324216.0,L.A. Weekly,"Sheer simplicity of the idea gets overwhelmed by, of all things, production values.",2003-10-23,13328.0,The Texas Chainsaw Massacre
Michael Atkinson,rotten,324216.0,Village Voice,"An overproduced, video-director remake, slick and grue-marinated and loud as a sonic boom.",2003-10-21,13328.0,The Texas Chainsaw Massacre
Richard Harrington,rotten,324216.0,Washington Post,"Weakens, dilutes, disinfects and otherwise undermines the legacy of Tobe Hooper's 1974 original.",2003-10-17,13328.0,The Texas Chainsaw Massacre
Stephen Hunter,fresh,324216.0,Washington Post,"You realize how hard this is on me, to have to tell you what a superb job director Marcus Nispel has done re-creating, yet also revising, 1974's grisly, gristly, protein-centric masterpiece.",2003-10-17,13328.0,The Texas Chainsaw Massacre
Geoff Pevere,rotten,324216.0,Toronto Star,"Next to this redundant, pointless and witless retread, the classic status of Tobe Hooper's original version is officially beyond dispute.",2003-10-17,13328.0,The Texas Chainsaw Massacre
Ted Fry,rotten,324216.0,Seattle Times,"Mainly it's a vapid, vicious thrill ride that washes away immediately.",2003-10-17,13328.0,The Texas Chainsaw Massacre
Peter Hartlaub,rotten,324216.0,San Francisco Chronicle,"Unlike movies such as Seven, there isn't enough style in the new The Texas Chainsaw Massacre to justify the bloodbath, and it's riddled with too much been-there-done-that to endure as a classic.",2003-10-17,13328.0,The Texas Chainsaw Massacre
Roger Moore,rotten,324216.0,Orlando Sentinel,"The new Massacre lowers the bar much the way the original 'dead teenager' horror flick did way back in 1974, and makes a mockery of that industry self-policing rubber stamp known as the ratings board.",2003-10-17,13328.0,The Texas Chainsaw Massacre
Bob Campbell,rotten,324216.0,Newark Star-Ledger,Does convey the sense of being caught in a nightmare. A stupid person's nightmare.,2003-10-17,13328.0,The Texas Chainsaw Massacre
Lou Lumenick,rotten,324216.0,New York Post,A splatterfest remake that relentlessly assaults the senses and mind with no discernable redeeming social value.,2003-10-17,13328.0,The Texas Chainsaw Massacre
Rene Rodriguez,rotten,324216.0,Miami Herald,"Just as humorless as the original, but it's also slicker, glossier and resoundingly artificial.",2003-10-17,13328.0,The Texas Chainsaw Massacre
Liam Lacey,rotten,324216.0,Globe and Mail,Gruesome enough; what it lacks is a distinctive revolting personality of its own.,2003-10-17,13328.0,The Texas Chainsaw Massacre
Walter Goodman,rotten,92076.0,New York Times,"No matter how adeptly Chainsaw 2 was put together, it would remain just another exploitation flick for fans who get a tingle from watching blades slash into flesh and innards peep out.",2003-05-21,14072.0,The Texas Chainsaw Massacre 2
Roger Ebert,rotten,92076.0,Chicago Sun-Times,"Part 2 has a lot of blood and disembowelment, to be sure, but it doesn't have the terror of the original, the desire to be taken seriously. It's a geek show.",2000-01-01,14072.0,The Texas Chainsaw Massacre 2
Richard Harrington,rotten,99994.0,Washington Post,"For those who saw the first two Massacres, this will seem pretty much deja-boo!",2001-11-16,56788266.0,Leatherface: Texas Chainsaw Massacre III
Nina Darnton,rotten,90710.0,New York Times,"The film is plagued by too many long, dead moments in which the story doesn't seem to be getting anywhere and attention wanders.",2003-05-21,11621.0,Belizaire the Cajun
Dave Kehr,rotten,90710.0,Chicago Reader,"Another ethnic group -- Cajuns, this time -- suffers the patronizing ministrations of the American Independent Cinema.",2001-10-16,11621.0,Belizaire the Cajun
Rita Kempley,rotten,90710.0,Washington Post,"It's billed as a romantic comedy, but Cajun humor, like crawfish gumbo, takes some getting used to.",2000-01-01,11621.0,Belizaire the Cajun
Paul Attanasio,fresh,90710.0,Washington Post,This is an impressive debut film.,2000-01-01,11621.0,Belizaire the Cajun
Roger Ebert,fresh,90710.0,Chicago Sun-Times,"Belizaire has personality and quiet charm and a lot of affection, mixed in with the more predictable action elements.",2000-01-01,11621.0,Belizaire the Cajun
Richard Corliss,fresh,91738.0,TIME Magazine,"This prom-night balloon of a movie floats easily above the year's other exercises in '50s nostalgia. If you dare reach for it, it will land smartly in your heart.",2008-12-14,11025.0,Peggy Sue Got Married
Pat Graham,rotten,91738.0,Chicago Reader,"It's grave, lumbering, arrhythmic, and bloated, an emotional hogwallow of catchpenny insights and easy sentimentality.",2007-12-11,11025.0,Peggy Sue Got Married
Variety Staff,fresh,91738.0,Variety,"What makes this treatment unique is that the jokes aren't so much derivative of pop culture, but are instead found in the learned wisdom of a middle-aged woman reacting to her own teenage dilemmas.",2007-12-11,11025.0,Peggy Sue Got Married
,fresh,91738.0,Time Out,"Ignore the ridiculous happy ending of this film, and you have a much more fatalistic exercise in which Coppola eschews easy laughs in favour of the exposure of feeling and the fact that these people's lives, however empty, matter to them.",2006-02-09,11025.0,Peggy Sue Got Married
Vincent Canby,rotten,91738.0,New York Times,"Miss Turner's self-assured comic timing goes a long way toward salvaging the film, providing both moral and physical dimension to a role that scarcely exists.",2003-05-20,11025.0,Peggy Sue Got Married
Roger Ebert,fresh,91738.0,Chicago Sun-Times,"This time Coppola apparently simply wanted to make a movie, and put some characters on the screen, and tell a story. He has, all right. This is one of the best movies of the year.",2000-01-01,11025.0,Peggy Sue Got Married
Rita Kempley,fresh,91738.0,Washington Post,"It's a wistful fantasy, a bright reminiscence, a Stroll down memory lane that's as glowingly conceived as it is slightly flawed.",2000-01-01,11025.0,Peggy Sue Got Married
Paul Attanasio,fresh,91738.0,Washington Post,"Here you don't see Coppola the camera wizard, you see Coppola the storyteller, the maker of fables. And by the end, you don't feel warmly just toward the movie, but toward the man behind it.",2000-01-01,11025.0,Peggy Sue Got Married
Variety Staff,rotten,92493.0,Variety,Too slow to constitute an adventure and has too few laughs to be a comedy.,2009-03-26,10658.0,'Crocodile' Dundee II
,rotten,92493.0,Time Out,"The violence is still pleasantly paddling-pool stuff, but the disarming G'day factor has been pasteurised away.",2006-02-09,10658.0,'Crocodile' Dundee II
Janet Maslin,rotten,92493.0,New York Times,"The earlier one had novelty to keep it going, and this time the novelty has begun to wear thin, even if Mr. Hogan remains generally irresistible.",2003-05-20,10658.0,'Crocodile' Dundee II
Hal Hinson,rotten,92493.0,Washington Post,"""'Crocodile' Dundee II"" is about as laid-back a movie as you're ever likely to nap through. The actors take forever to recite their lines, and scenes unfold as if the filmmakers had rented the screen by the month.",2002-01-16,10658.0,'Crocodile' Dundee II
Desson Thomson,rotten,92493.0,Washington Post,Doesn't follow so much as drag itself along like an alligator on dry land.,2002-01-16,10658.0,'Crocodile' Dundee II
Geoff Andrew,rotten,94169.0,Time Out,"Neither thrilling nor horrific, the camera, plotting, dialogue and atmosphere are uniformly unconvincing: a conservatoire of false notes.",2006-02-09,395115063.0,Tough Guys Don't Dance
Vincent Canby,fresh,94169.0,New York Times,"Not the high point of the Mailer career, but it's a small, entertaining part of it.",2003-05-20,395115063.0,Tough Guys Don't Dance
Hal Hinson,rotten,94169.0,Washington Post,"Hard to classify; at times you laugh raucously at what's up on the screen; at others you stare dumbly, in stunned amazement.",2000-01-01,395115063.0,Tough Guys Don't Dance
Roger Ebert,rotten,94169.0,Chicago Sun-Times,"What is strange is that Tough Guys Don't Dance leaves me with such vivid memories of its times and places, its feelings and weathers, and yet leaves me so completely indifferent to its plot. Watching the film, I laughed a good deal.",2000-01-01,395115063.0,Tough Guys Don't Dance
Jonathan Rosenbaum,fresh,94169.0,Chicago Reader,"Norman Mailer's best film, adapted from his worst novel, shows a surprising amount of cinematic savvy and style.",2000-01-01,395115063.0,Tough Guys Don't Dance
Variety Staff,none,91991.0,Variety,"This social farce is excellently written, fast paced and intelligently directed.",2009-03-26,11754.0,Soul Man
,rotten,91991.0,Time Out,"In the end, however, it's let down by one easy laugh too many.",2006-02-09,11754.0,Soul Man
Janet Maslin,fresh,91991.0,New York Times,"It's a blithe, silly, good-natured movie and, of its kind, quite an enjoyable one.",2003-05-20,11754.0,Soul Man
Paul Attanasio,rotten,91991.0,Washington Post,"The pity is, it isn't even outrageous.",2000-01-01,11754.0,Soul Man
Rita Kempley,rotten,91991.0,Washington Post,"Of course, simply everyone is completely bamboozled by our hero's disguise, even though he now looks like a Ken doll with liver disease.",2000-01-01,11754.0,Soul Man
Roger Ebert,rotten,91991.0,Chicago Sun-Times,"This is a genuinely interesting idea, filled with dramatic possibilities, but the movie approaches it on the level of a dim-witted sit-com.",2000-01-01,11754.0,Soul Man
Richard Schickel,fresh,90863.0,TIME Magazine,"We are not on Rocky's side of the street, but in Martin Scorsese country, where bent character, not sentiment, shapes destiny, and the best the struggling human spirit can hope for is a split decision.",2008-08-01,13091.0,The Color of Money
